Dispositivos,Profundidad,Paquete_Enviado,Paquete_Recibido,Tiempo_Envio,Tiempo_Recibido,Terminal_de_Envio,Terminal_de_recibido,Latencia
16, 14, 51a498ad, 251a498ad, 432495, 432765, 10, 8, 270
16, 14, 5297c7d4, 25297c7d4, 433175, 433355, 10, 9, 180
16, 14, 53e67941, 253e67941, 433805, 433895, 10, 10, 90
16, 14, 54b22ae1, 254b22ae1, 434465, 434645, 10, 11, 180
16, 14, 15edd613, 115edd613, 435085, 435535, 10, 12, 450
16, 14, 25cd6bfb, 125cd6bfb, 435795, 436155, 10, 13, 360
16, 14, 35bd09a9, 135bd09a9, 436455, 436725, 10, 14, 270
16, 14, 45aa6602, 145aa6602, 437155, 437335, 10, 15, 180
16, 14, 1af6632, 1af6632, 437775, 438305, 11, 0, 530
16, 14, 28293e1, 28293e1, 438435, 438975, 11, 1, 540
16, 14, 3f46c29, 3f46c29, 439115, 439565, 11, 2, 450
16, 14, 4ee56e9, 4ee56e9, 439785, 440145, 11, 3, 360
16, 14, 10d40a00, 310d40a00, 440495, 441125, 11, 4, 630
16, 14, 20cf4b0d, 320cf4b0d, 441145, 441665, 11, 5, 520
16, 14, 30973f10, 330973f10, 441845, 442275, 11, 6, 430
16, 14, 40d7017b, 340d7017b, 442485, 442825, 11, 7, 340
16, 14, 51aadfe3, 251aadfe3, 443185, 443545, 11, 8, 360
16, 14, 52c79001, 252c79001, 443885, 444155, 11, 9, 270
16, 14, 53ab52c3, 253ab52c3, 444545, 444725, 11, 10, 180
16, 14, 54d49a5f, 254d49a5f, 445155, 445245, 11, 11, 90
16, 14, 15b0f2be, 115b0f2be, 445765, 446125, 11, 12, 360
16, 14, 25bb0fee, 125bb0fee, 446395, 446665, 11, 13, 270
16, 14, 35dc6a1d, 135dc6a1d, 447065, 447245, 11, 14, 180
16, 14, 45c22efa, 145c22efa, 447685, 447775, 11, 15, 90
16, 14, 1aef964, 1aef964, 448305, 448645, 12, 0, 340
16, 14, 2ba62eb, 2ba62eb, 448895, 449165, 12, 1, 270
16, 14, 3c2c085, 3c2c085, 449575, 449755, 12, 2, 180
16, 14, 4bd5a1a, 4bd5a1a, 450215, 450305, 12, 3, 90
16, 14, 10863c2d, 310863c2d, 450885, 451245, 12, 4, 360
16, 14, 20d058be, 320d058be, 451545, 451955, 12, 5, 410
16, 14, 30d62511, 330d62511, 452185, 452685, 12, 6, 500
16, 14, 40c3f6ac, 340c3f6ac, 452835, 453425, 12, 7, 590
16, 14, 5182c3b1, 25182c3b1, 453445, 454075, 12, 8, 630
16, 14, 52a517e9, 252a517e9, 454105, 454645, 12, 9, 540
16, 14, 5392c44a, 25392c44a, 454765, 455215, 12, 10, 450
16, 14, 54f68e62, 254f68e62, 455445, 455805, 12, 11, 360
16, 14, 15c2c10d, 115c2c10d, 456145, 456235, 12, 12, 90
16, 14, 25fd8bb0, 125fd8bb0, 456755, 456935, 12, 13, 180
16, 14, 35dad931, 135dad931, 457465, 457735, 12, 14, 270
16, 14, 45f2c05e, 145f2c05e, 458155, 458515, 12, 15, 360
16, 14, 1db37a2, 1db37a2, 458835, 459165, 13, 0, 330
16, 14, 29027b2, 29027b2, 459405, 459765, 13, 1, 360
16, 14, 3d80461, 3d80461, 460025, 460295, 13, 2, 270
16, 14, 4acc23f, 4acc23f, 460635, 460815, 13, 3, 180
16, 14, 10852c43, 310852c43, 461335, 461785, 13, 4, 450
16, 14, 209b41ac, 3209b41ac, 462035, 462395, 13, 5, 360
16, 14, 30936382, 330936382, 462725, 463175, 13, 6, 450
16, 14, 40f34835, 340f34835, 463425, 463965, 13, 7, 540
16, 14, 51ef1157, 251ef1157, 464075, 464615, 13, 8, 540
16, 14, 52e21cf0, 252e21cf0, 464725, 465175, 13, 9, 450
16, 14, 53833010, 253833010, 465395, 465755, 13, 10, 360
16, 14, 54dca35b, 254dca35b, 466025, 466295, 13, 11, 270
16, 14, 15a201ec, 115a201ec, 466715, 466895, 13, 12, 180
16, 14, 25a28497, 125a28497, 467375, 467465, 13, 13, 90
16, 14, 35f35496, 135f35496, 468005, 468185, 13, 14, 180
16, 14, 45b7ead4, 145b7ead4, 468635, 468905, 13, 15, 270
16, 14, 18abfec, 18abfec, 469345, 469765, 14, 0, 420
16, 14, 28364d5, 28364d5, 469925, 470375, 14, 1, 450
16, 14, 3bd1604, 3bd1604, 470605, 470965, 14, 2, 360
16, 14, 4a08c0d, 4a08c0d, 471245, 471515, 14, 3, 270
16, 14, 1095b642, 31095b642, 471945, 472485, 14, 4, 540
16, 14, 20c76f26, 320c76f26, 472645, 473095, 14, 5, 450
16, 14, 3084362c, 33084362c, 473275, 473635, 14, 6, 360
16, 14, 40ba9c16, 340ba9c16, 473885, 474335, 14, 7, 450
16, 14, 51fa08fa, 251fa08fa, 474515, 474965, 14, 8, 450
16, 14, 5291813f, 25291813f, 475175, 475535, 14, 9, 360
16, 14, 53caff18, 253caff18, 475825, 476095, 14, 10, 270
16, 14, 54cd1a49, 254cd1a49, 476535, 476715, 14, 11, 180
16, 14, 15f77503, 115f77503, 477215, 477485, 14, 12, 270
16, 14, 258cee98, 1258cee98, 477845, 478025, 14, 13, 180
16, 14, 3582c83d, 13582c83d, 478495, 478585, 14, 14, 90
16, 14, 45cb996a, 145cb996a, 479155, 479335, 14, 15, 180
16, 14, 1cd74dc, 1cd74dc, 479855, 480365, 15, 0, 510
16, 14, 29c9a12, 29c9a12, 480425, 480965, 15, 1, 540
16, 14, 3a5191a, 3a5191a, 481035, 481485, 15, 2, 450
16, 14, 4eefe80, 4eefe80, 481745, 482105, 15, 3, 360
16, 14, 1097f801, 31097f801, 482365, 482995, 15, 4, 630
16, 14, 209c4033, 3209c4033, 483005, 483545, 15, 5, 540
16, 14, 3085059f, 33085059f, 483615, 484065, 15, 6, 450
16, 14, 40cb8eeb, 340cb8eeb, 484275, 484635, 15, 7, 360
16, 14, 51e016eb, 251e016eb, 484925, 485285, 15, 8, 360
16, 14, 52ef47c5, 252ef47c5, 485595, 485865, 15, 9, 270
16, 14, 53884c11, 253884c11, 486295, 486475, 15, 10, 180
16, 14, 54f61843, 254f61843, 487005, 487095, 15, 11, 90
16, 14, 15f0afee, 115f0afee, 487635, 487995, 15, 12, 360
16, 14, 25eb0595, 125eb0595, 488325, 488595, 15, 13, 270
16, 14, 35bb31f3, 135bb31f3, 488935, 489115, 15, 14, 180
16, 14, 45880bd8, 145880bd8, 489585, 489675, 15, 15, 90
